0.001644311,8.94E-06,8.94E-06,0,8.94E-06,0,0,0.000214475,0,0.001546009,8.94E-06,0,0,0,0,0,0,1
0,0,0.002115656,0,0.059238364,0,0,0,0,0,0.007052186,0.002820874,1,0,0,0,0,0
0.000184377,0.002827116,0,0,0,0,0,0,0,0.000307295,0,0,0,0,1,0,0,0
0.002420331,0,0,0,0,0,0,0,0,0.002420331,0,0,1,0,0,0,0,1
0,0.006215635,0,0.006454698,0,0,0.012550801,0,0,0,0,0,1,0,0,0,0,0
0,0.000303398,0,0.000606796,0.000303398,0.000910194,0.008191748,0,0.016686893,0,0,0.000303398,0,1,0,1,0,0
0.000460564,0,2.88E-05,0,5.76E-05,0,0,1.92E-05,0,0.000287853,0,0,0,0,1,0,0,1
0,0.000794822,0,0.000113546,0.029181333,0,0.014306801,0,0,0.000113546,0.022709209,0.021914386,1,0,1,0,0,0
0.004141063,0,0.000534331,0,0.009083623,0.000667913,0,0.000133583,0.000133583,0.00347315,0.005744056,0.001736575,1,1,1,1,0,1
0,0,0.000721501,0,0.016594517,0,0,0,0,0,0,0.000721501,0,0,1,0,0,0
0,0.000354694,0.000827619,0,0.009103807,0,0,0,0,0,0.000118231,0.009222038,1,0,0,0,0,0
0.001673258,0.000152114,0.00380286,0,0.001521144,0.000456343,0,0,0.014755096,0.000456343,0,0,1,0,0,0,1,0
8.18E-05,0.001063569,0.008672175,0.000490878,0.002618015,0,0,0,0.007444981,8.18E-05,0.019635114,0.000409065,1,1,0,0,0,0
0.016061868,0,0.000594884,0,0.000594884,0,0,0,0,0.0594884,0,0,0,0,1,0,0,1
0.000506971,8.45E-05,0,0,0,0,0,0.019011407,0,0.002703845,0,0,1,1,0,0,0,0
0.009317296,0,0,0,0,0,0,0,0,0,0.002032865,0,0,0,0,0,0,1
0,0,0,0,0.004874086,0,0,0.000812348,0,0,0,0.000812348,1,1,0,0,0,0
0,0.004381161,0.008214677,0.006024096,0.004928806,0,0,0,0.033953998,0,0.00109529,0,1,0,1,0,0,0
0,0.002281903,0.002808496,0.000175531,0.020361594,0,0,0,0,0,0,0.010356328,1,0,0,0,0,0
0,0.001013069,0.000911762,0.000101307,0.002633978,0,0,0,0,0,0.000607841,0,1,0,0,0,1,0
0,0.000121581,0.00887538,0,0,0,0.003525836,0,0,0,0,0.008632219,1,0,1,0,0,0
0.000173754,0,0.001190218,0,0.001129404,8.69E-06,0,7.82E-05,0,0.000104253,0.002571565,0,1,1,0,0,0,1
0.000182017,0.000242689,0.002608907,0.000121344,0.002305545,6.07E-05,0,0,0,0,0,0,0,0,0,0,0,0
0.000743494,0.000743494,0.000743494,0,0.001486989,0,0,0,0.000743494,0,0,0.001486989,0,0,0,0,0,0
0,0.004138645,0,0,0.000517331,0,0,0,0,0,0,0,0,1,1,0,0,0
0.000147623,0,0,0,0.000147623,0,0,0,0.000147623,0,0,0,1,1,0,0,0,1
0.008305648,0,0,0,0,0,0,0,0,0.002214839,0,0,1,1,0,0,0,1
0.000265675,0,0,0,0,0,0,0.000132837,0,0,0,0,0,1,0,0,0,1
0.0016,0.0088,0.0016,0,0.0016,0,0,0,0.028,0.0032,0,0,0,0,0,1,0,0
0,0.000518941,0.000518941,0,0.007265179,0,0,0,0,0,0.010897769,0.014530358,1,0,0,0,0,0
0,0.001208703,0.021756648,0,0.010475423,0,0.001208703,0,0.010072522,0,0,0,1,0,0,0,0,0
0.001923077,0,0.017307692,0,0.011538462,0,0.017307692,0,0,0,0,0.009615385,0,0,1,1,0,0
9.89E-05,0.000395491,9.89E-05,0,0.000296619,0,0,0,0.102036781,0,0.011271505,0,1,0,0,0,0,0
0,0.000159591,0.004787743,0,0.032556655,0,0,0,0.040695819,0,0,0,1,0,0,0,0,0
0,0.004249292,0,0,0,0,0,0,0,0,0,0.009915014,0,0,0,0,0,0
0.00123533,0.000308833,0,0,0,0.000926498,0.00123533,0,0,0,0,0,1,1,1,1,0,1
0,0,0,0,0.001113586,0,0,0,0,0,0,0,1,0,1,0,0,1
0,0.004007729,0.000930366,0.000143133,0.0002147,0,0.008158592,0,0.043011522,0,0,0.000286266,1,0,0,0,0,0
0,0.000773994,0.006965944,0,0.021671827,0,0,0,0.035603715,0,0,0,0,0,1,0,0,0
0.000303168,0.000303168,0.006821282,0,0.004699106,0,0,0,0.079126876,0,0,0,0,0,0,0,0,0
0,0.000662252,0.003311258,0,0,0,0,0,0,0,0.004635762,0,1,0,1,0,0,0
0,0.000160849,0.032169857,0,0.004182081,0,0.001447644,0,0,0,0.00450378,0,1,0,0,0,0,0
0.000152416,0.000152416,0.000152416,0,0.009754611,0,0.005334553,0,0,0,0.004572474,0,1,1,1,0,0,0
0.001227747,0,0.00859423,0,0.006138735,0.000306937,0,0,0.00092081,0.006445672,0,0,1,0,1,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
0,0.000946522,0.00023663,0,0.013014671,0,0,0,0,0,0.012778041,0,1,0,0,0,0,0
0.000448029,0.000448029,0.008064516,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
0,0.000667111,0.018012008,0,0.004002668,0,0,0,0,0,0.004002668,0,1,0,0,0,0,0
7.94E-06,0.000905596,0.000699056,0.001541101,0.031965937,0,0,0,0,0,0.002430809,0,1,0,0,0,0,0
0,0.000442478,0.011504425,0,0.017256637,0,0.004867257,0,0,0,0.000442478,0,1,0,0,0,0,1
0,0.001455251,0,0,0.009701674,0.000363813,0,0,0,0.000242542,0,0,1,0,0,0,0,1
0,0.004147742,0.000250835,0.001639388,7.17E-05,8.96E-06,0,0,0,0,0.001926057,8.96E-06,1,1,1,0,0,0
